2026-04-25 19:06:25.633 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=105, pos=0.49, 60.00, 18.81
2026-04-25 19:32:16.256 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.69
2026-04-25 19:32:49.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:32:54.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:32:59.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:04.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:09.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:14.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:19.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:24.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:29.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:34.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:39.524 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:44.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:49.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:54.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:33:59.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:04.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:09.524 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:14.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:19.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:24.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:29.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:34.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:39.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:44.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:34:49.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=103.96, 57.50, -46.29
2026-04-25 19:36:37.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:36:42.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:36:47.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:36:52.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:36:57.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:02.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:07.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:12.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:17.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:22.528 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:27.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:32.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:37.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:42.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:47.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:52.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:37:57.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:38:02.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:38:07.523 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:38:12.530 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:38:17.531 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=60.59, 59.00, 0.69
2026-04-25 19:40:19.715 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=1.20, 55.50, -117.24
2026-04-25 19:40:55.015 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.13, 55.50, -117.31
2026-04-25 19:41:00.015 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.13, 55.50, -117.31
2026-04-25 19:41:05.015 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.13, 55.50, -117.31
2026-04-25 19:41:25.315 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.81, 55.50, -117.44
2026-04-25 19:41:30.315 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.81, 55.50, -117.44
2026-04-25 19:41:35.315 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.81, 55.50, -117.44
2026-04-25 19:41:40.315 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.81, 55.50, -117.44
2026-04-25 19:41:45.339 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.81, 55.50, -117.44
2026-04-25 19:42:12.414 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.86, 55.50, -117.86
2026-04-25 19:42:17.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.86, 55.50, -117.86
2026-04-25 19:42:22.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.86, 55.50, -117.86
2026-04-25 19:42:27.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.86, 55.50, -117.86
2026-04-25 19:42:32.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.86, 55.50, -117.86
2026-04-25 19:42:37.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.86, 55.50, -117.86
2026-04-25 19:42:42.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.86, 55.50, -117.86
2026-04-25 19:42:47.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.86, 55.50, -117.86
2026-04-25 19:42:52.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.86, 55.50, -117.86
2026-04-25 19:44:13.596 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:44:18.582 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:44:23.582 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:44:28.581 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:44:33.582 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:44:38.581 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:44:43.582 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:44:48.581 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:44:53.581 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:44:58.581 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:45:03.582 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:45:08.582 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:45:13.563 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.60, 55.50, -117.48
2026-04-25 19:49:57.461 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.04, 36.50, 1.66
2026-04-25 19:50:02.462 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.04, 36.50, 1.66
2026-04-25 19:50:07.462 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.04, 36.50, 1.66
2026-04-25 19:50:12.462 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.04, 36.50, 1.66
2026-04-25 19:50:17.462 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.04, 36.50, 1.66
2026-04-25 19:50:22.462 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.04, 36.50, 1.66
2026-04-25 19:50:27.462 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.04, 36.50, 1.66
2026-04-25 19:51:44.262 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-67.67, -89.77, 24.98
2026-04-25 19:51:49.263 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 142.06, 1.50
2026-04-25 19:51:54.263 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-88.50, 37.00, 0.50
2026-04-25 19:51:59.263 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-88.50, 37.00, 0.50
2026-04-25 19:52:04.263 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-88.50, 37.00, 0.50
2026-04-25 19:52:11.829 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.25, 36.50, 0.59
2026-04-25 19:52:16.829 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.25, 36.50, 0.59
2026-04-25 19:52:25.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:52:30.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:52:35.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:52:40.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:52:45.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:52:50.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:52:55.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:53:00.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:53:05.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:53:10.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:53:15.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:53:20.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:53:25.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:53:30.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:53:35.629 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-91.52, 37.00, 0.50
2026-04-25 19:54:38.382 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.51, 36.50, 0.50
2026-04-25 19:54:43.382 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/7a3b43fd-33d2-4c65-b0d4-ba1cba4d9dde] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.51, 36.50, 0.50
