2026-04-26 09:43:33.816 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.66, 60.00, 18.32
2026-04-26 10:11:55.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:12:00.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:14:28.921 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.83, 58.00, 43.30
2026-04-26 10:14:33.964 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.83, 58.00, 43.30
2026-04-26 10:14:38.964 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.83, 58.00, 43.30
2026-04-26 10:14:43.963 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.83, 58.00, 43.30
2026-04-26 10:14:48.964 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.83, 58.00, 43.30
2026-04-26 10:14:53.963 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.83, 58.00, 43.30
2026-04-26 10:14:58.964 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.83, 58.00, 43.30
2026-04-26 10:15:21.497 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-94.31, 58.00, 45.44
2026-04-26 10:16:19.197 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-98.20, 58.00, 48.45
2026-04-26 10:17:37.964 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-99.25, 58.00, 48.16
2026-04-26 10:21:47.372 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.06, 57.50, 47.34
2026-04-26 10:21:52.373 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.06, 57.50, 47.34
2026-04-26 10:21:57.372 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.06, 57.50, 47.34
2026-04-26 10:22:02.385 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.06, 57.50, 47.34
2026-04-26 10:22:07.373 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.06, 57.50, 47.34
2026-04-26 10:22:12.373 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.06, 57.50, 47.34
2026-04-26 10:22:17.373 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.06, 57.50, 47.34
2026-04-26 10:22:50.875 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 116.00, 0.50
2026-04-26 10:22:55.875 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:23:00.875 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:23:05.876 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:23:10.875 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:23:15.876 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:23:20.876 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:23:25.876 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:23:30.876 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:23:35.875 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:23:44.476 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.39, 58.00, 47.66
2026-04-26 10:23:49.510 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.39, 58.00, 47.66
2026-04-26 10:23:54.509 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.39, 58.00, 47.66
2026-04-26 10:23:59.509 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.39, 58.00, 47.66
2026-04-26 10:24:04.509 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.39, 58.00, 47.66
2026-04-26 10:24:09.510 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.39, 58.00, 47.66
2026-04-26 10:25:00.749 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 116.00, 0.50
2026-04-26 10:25:05.748 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.50, 58.00, 47.50
2026-04-26 10:25:14.848 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-97.95, 58.00, 49.97
2026-04-26 10:25:35.548 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-76.69, 58.00, 48.27
2026-04-26 10:26:40.193 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 116.00, 0.50
2026-04-26 10:27:00.607 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-99.30, 58.00, 49.72
2026-04-26 10:28:25.774 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=82.39, 59.00, 49.85
2026-04-26 10:28:30.774 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=82.39, 59.00, 49.85
2026-04-26 10:28:35.775 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=82.39, 59.00, 49.85
2026-04-26 10:29:51.074 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-100.35, 58.00, 47.18
2026-04-26 10:29:56.074 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-100.35, 58.00, 47.18
2026-04-26 10:30:01.074 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-100.35, 58.00, 47.18
2026-04-26 10:30:06.074 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-100.35, 58.00, 47.18
2026-04-26 10:30:17.606 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:30:22.606 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:30:27.606 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:30:32.606 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:30:37.606 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:30:42.606 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:30:47.607 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:30:52.606 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:30:57.607 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:31:02.606 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:31:07.607 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.18, 58.00, 46.11
2026-04-26 10:32:08.674 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.74, 36.50, -0.70
2026-04-26 10:32:13.674 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.74, 36.50, -0.70
2026-04-26 10:32:18.674 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.74, 36.50, -0.70
2026-04-26 10:32:23.674 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.74, 36.50, -0.70
2026-04-26 10:32:28.674 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.74, 36.50, -0.70
2026-04-26 10:32:47.473 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.70, 37.00, 0.28
2026-04-26 10:32:52.474 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.70, 37.00, 0.28
2026-04-26 10:32:57.474 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.70, 37.00, 0.28
2026-04-26 10:33:02.475 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.70, 37.00, 0.28
2026-04-26 10:33:07.473 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.70, 37.00, 0.28
2026-04-26 10:33:12.473 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.70, 37.00, 0.28
2026-04-26 10:33:17.474 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.70, 37.00, 0.28
2026-04-26 10:33:22.474 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.70, 37.00, 0.28
2026-04-26 10:33:49.273 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=73.94, 38.00, -10.00
2026-04-26 10:34:30.461 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.54, 170.00, 1.50
2026-04-26 10:34:35.460 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=89.50, 37.00, 0.50
2026-04-26 10:34:42.395 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.57, 36.50, 0.49
2026-04-26 10:34:47.394 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.57, 36.50, 0.49
2026-04-26 10:34:52.394 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.57, 36.50, 0.49
2026-04-26 10:34:59.194 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.04, 37.00, 0.39
2026-04-26 10:35:04.195 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.04, 37.00, 0.39
2026-04-26 10:35:09.194 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.04, 37.00, 0.39
2026-04-26 10:35:14.194 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.04, 37.00, 0.39
2026-04-26 10:35:29.119 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=91.05, 37.00, -6.70
2026-04-26 10:36:00.805 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 170.00, 1.50
2026-04-26 10:36:05.771 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 152.46, 1.50
2026-04-26 10:36:10.770 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=89.50, 37.00, 0.50
2026-04-26 10:36:48.871 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.38, 36.50, 0.76
2026-04-26 10:37:13.809 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:37:18.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:37:23.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:37:28.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:37:33.804 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:37:38.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:37:43.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:37:48.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:37:53.804 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:37:58.804 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:38:03.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:38:08.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:38:13.804 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:38:18.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:38:23.803 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:38:28.804 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:38:33.929 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.50, 37.00, 0.58
2026-04-26 10:39:51.299 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=4.59, 37.00, 89.37
2026-04-26 10:39:56.299 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=4.59, 37.00, 89.37
2026-04-26 10:40:01.299 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=4.59, 37.00, 89.37
2026-04-26 10:42:18.922 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-49.96, 93.00, -51.39
2026-04-26 10:42:23.922 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-49.96, 93.00, -51.39
2026-04-26 10:43:07.543 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 147.00, 0.50
2026-04-26 10:43:12.544 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-49.50, 93.00, -49.50
2026-04-26 10:43:19.543 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-51.89, 93.00, -51.41
2026-04-26 10:43:24.544 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-51.89, 93.00, -51.41
