2026-04-25 12:56:22.349 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 60.00, 15.50
2026-04-25 13:31:21.735 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:31:26.735 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:31:31.736 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:31:36.735 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:31:41.735 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:31:46.736 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:31:51.736 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:31:56.735 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:32:01.735 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:32:06.735 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.94, 95.50, 106.55
2026-04-25 13:32:43.935 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.89, 95.50, 106.82
2026-04-25 13:32:48.935 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.89, 95.50, 106.82
2026-04-25 13:32:53.935 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.89, 95.50, 106.82
2026-04-25 13:32:58.935 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.89, 95.50, 106.82
2026-04-25 13:33:03.935 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.89, 95.50, 106.82
2026-04-25 13:33:08.935 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.89, 95.50, 106.82
2026-04-25 13:33:40.595 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=8.70, 96.00, 101.86
2026-04-25 13:34:56.396 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.52, 95.50, 106.65
2026-04-25 13:35:01.396 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.52, 95.50, 106.65
2026-04-25 13:35:06.395 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.52, 95.50, 106.65
2026-04-25 13:35:11.395 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.52, 95.50, 106.65
2026-04-25 13:35:30.695 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:35:35.696 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:35:40.695 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:35:45.710 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:35:50.695 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:35:55.697 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:36:00.696 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:36:05.699 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:36:10.695 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:36:15.695 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:36:20.697 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:36:25.696 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:36:30.696 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.17, 95.50, 106.24
2026-04-25 13:36:55.795 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=1.35, 95.50, 107.45
2026-04-25 13:37:18.296 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=1.11, 95.50, 106.89
2026-04-25 13:37:23.296 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=1.11, 95.50, 106.89
2026-04-25 13:37:42.470 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.65, 96.00, 108.04
2026-04-25 13:37:47.441 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.65, 96.00, 108.04
2026-04-25 13:37:52.441 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.65, 96.00, 108.04
2026-04-25 13:38:26.153 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.14, 95.50, 0.01
2026-04-25 13:38:31.153 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.14, 95.50, 0.01
2026-04-25 13:38:36.158 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.14, 95.50, 0.01
2026-04-25 13:38:41.153 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.14, 95.50, 0.01
2026-04-25 13:39:04.887 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.31, 95.50, 0.77
2026-04-25 13:39:09.886 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.31, 95.50, 0.77
2026-04-25 13:39:14.887 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.31, 95.50, 0.77
2026-04-25 13:39:19.887 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.31, 95.50, 0.77
2026-04-25 13:39:24.889 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.31, 95.50, 0.77
2026-04-25 13:39:52.757 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.16, 95.50, 0.37
2026-04-25 13:39:57.756 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.16, 95.50, 0.37
2026-04-25 13:40:02.756 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.16, 95.50, 0.37
2026-04-25 13:40:07.756 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.16, 95.50, 0.37
2026-04-25 13:40:12.757 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.16, 95.50, 0.37
2026-04-25 13:40:17.756 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.16, 95.50, 0.37
2026-04-25 13:42:14.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:42:19.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:42:24.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:42:29.356 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:42:34.356 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:42:39.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:42:44.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:42:49.356 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:42:54.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:42:59.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:04.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:09.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:14.356 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:19.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:24.358 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:29.356 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:34.357 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:39.356 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:44.356 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:49.343 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:54.342 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:43:59.343 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:44:04.342 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.34, 95.50, 0.83
2026-04-25 13:44:12.043 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:44:17.042 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:44:22.042 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:44:27.043 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:44:32.042 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:44:37.043 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:44:42.043 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:44:47.043 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:44:52.042 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:44:57.043 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:45:02.042 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-106.03, 95.50, 1.04
2026-04-25 13:46:30.143 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.56, 95.50, 0.72
2026-04-25 13:46:35.142 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.56, 95.50, 0.72
2026-04-25 13:46:40.143 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.56, 95.50, 0.72
2026-04-25 13:46:45.143 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.56, 95.50, 0.72
2026-04-25 13:46:50.142 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.56, 95.50, 0.72
2026-04-25 13:46:55.143 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.56, 95.50, 0.72
2026-04-25 13:47:00.142 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.56, 95.50, 0.72
2026-04-25 13:47:05.143 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/b433c87c-da41-4fbd-8508-20aea55188cd] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.56, 95.50, 0.72
