2026-04-25 12:56:32.738 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.60, 60.00, 23.21
2026-04-25 13:14:20.012 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=98.07, 58.00, 47.53
2026-04-25 13:14:25.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=99.87, 58.00, 43.96
2026-04-25 13:14:30.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=99.84, 58.00, 44.05
2026-04-25 13:14:35.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=99.97, 58.00, 43.97
2026-04-25 13:14:40.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.03, 58.00, 45.68
2026-04-25 13:14:45.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=92.92, 58.00, 46.16
2026-04-25 13:14:50.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=104.70, 58.00, 50.57
2026-04-25 13:14:55.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=95.75, 58.00, 45.73
2026-04-25 13:15:00.014 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=91.60, 58.00, 49.41
2026-04-25 13:15:05.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=87.19, 58.00, 46.16
2026-04-25 13:15:10.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=81.99, 58.00, 45.70
2026-04-25 13:15:15.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=65.09, 59.77, 47.35
2026-04-25 13:15:20.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=56.30, -41.27, 43.64
2026-04-25 13:15:25.012 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 112.06, 0.50
2026-04-25 13:15:30.012 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=84.79, 58.00, 45.88
2026-04-25 13:15:35.012 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=72.54, 59.00, 46.89
2026-04-25 13:15:40.012 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=54.98, 38.72, 46.49
2026-04-25 13:15:44.986 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 112.06, 0.50
2026-04-25 13:15:49.989 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=91.91, 58.00, 45.91
2026-04-25 13:15:54.987 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=76.70, 58.00, 46.11
2026-04-25 13:15:59.986 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=64.74, 59.00, 47.40
2026-04-25 13:16:05.009 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=64.37, 59.00, 47.08
2026-04-25 13:16:10.009 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=72.41, -49.67, 45.91
2026-04-25 13:16:15.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 112.06, 0.50
2026-04-25 13:16:20.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=97.07, 58.00, 43.87
2026-04-25 13:16:25.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=91.96, 58.00, 45.84
2026-04-25 13:16:30.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=101.99, 58.00, 47.40
2026-04-25 13:16:35.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=104.15, 57.50, 48.05
2026-04-25 13:16:40.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=90.46, 58.00, 46.63
2026-04-25 13:16:45.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=79.85, 58.00, 39.99
2026-04-25 13:16:50.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=84.24, 58.00, 44.79
2026-04-25 13:16:55.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=88.70, 58.00, 46.25
2026-04-25 13:17:00.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=99.70, 58.00, 43.89
2026-04-25 13:17:05.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=99.55, 58.00, 43.84
2026-04-25 13:17:10.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=89.52, 58.00, 47.20
2026-04-25 13:17:15.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=73.09, 59.17, 47.54
2026-04-25 13:17:20.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=54.93, 59.00, 47.48
2026-04-25 13:17:25.010 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=43.11, 60.00, 36.57
2026-04-25 13:17:30.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=32.46, 59.00, 22.27
2026-04-25 13:17:35.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=21.16, 59.00, 10.58
2026-04-25 13:17:40.011 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=14.73, -48.42, 10.51
2026-04-25 13:17:45.046 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=22.00, 98.40, 9.00
2026-04-25 13:17:49.989 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-0.65, 155.00, 3.22
2026-04-25 13:17:58.156 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-2.07, 155.00, 12.65
2026-04-25 13:18:03.206 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-2.34, 155.00, 12.70
2026-04-25 13:18:08.161 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-6.87, 155.00, 11.53
2026-04-25 13:18:13.161 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-8.15, 155.00, 8.45
2026-04-25 13:18:18.161 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.54, 37.00, 93.26
2026-04-25 13:18:23.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.49, 36.50, 93.49
2026-04-25 13:18:28.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.57, 36.50, 93.38
2026-04-25 13:18:33.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.48, 36.50, 93.39
2026-04-25 13:18:38.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.56, 36.50, 93.42
2026-04-25 13:18:43.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.47, 36.50, 93.47
2026-04-25 13:18:48.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 36.50, 93.37
2026-04-25 13:18:53.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.52, 36.50, 93.43
2026-04-25 13:18:58.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 36.50, 93.48
2026-04-25 13:19:03.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.53, 36.50, 93.55
2026-04-25 13:19:08.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.53, 36.77, 93.47
2026-04-25 13:19:13.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.47, 36.50, 93.50
2026-04-25 13:19:18.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.58, 36.50, 93.39
2026-04-25 13:19:23.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.49, 36.50, 93.35
2026-04-25 13:19:28.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.42, 36.50, 93.47
2026-04-25 13:19:33.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.53, 36.50, 93.36
2026-04-25 13:19:38.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.46, 36.50, 93.41
2026-04-25 13:19:43.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.57, 36.50, 93.40
2026-04-25 13:19:48.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.43, 36.50, 93.44
2026-04-25 13:19:53.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.44, 36.50, 93.34
2026-04-25 13:19:58.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.55, 36.50, 93.50
2026-04-25 13:20:03.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.56, 36.50, 93.38
2026-04-25 13:20:08.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.55, 36.50, 93.40
2026-04-25 13:20:13.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.58, 36.50, 93.51
2026-04-25 13:20:18.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.54, 36.50, 93.44
2026-04-25 13:20:23.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.51, 36.50, 93.33
2026-04-25 13:20:28.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.52, 36.50, 93.43
2026-04-25 13:20:33.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.56, 36.54, 93.57
2026-04-25 13:20:38.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.55, 36.50, 93.44
2026-04-25 13:20:43.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.65, 36.50, 93.36
2026-04-25 13:20:48.135 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 36.50, 93.36
2026-04-25 13:20:53.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.44, 36.50, 93.45
2026-04-25 13:20:58.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.51, 36.50, 93.44
2026-04-25 13:21:03.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.42, 36.77, 93.52
2026-04-25 13:21:08.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.48, 36.50, 93.41
2026-04-25 13:21:13.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.55, 36.50, 93.46
2026-04-25 13:21:18.136 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.45, 36.50, 93.36
2026-04-25 13:21:23.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.50, 36.50, 93.51
2026-04-25 13:21:28.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.47, 36.50, 93.40
2026-04-25 13:21:33.144 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=3.09, 37.00, 77.89
2026-04-25 13:21:38.143 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.78, 35.00, 69.41
2026-04-25 13:21:43.144 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.78, 35.00, 69.41
2026-04-25 13:21:48.143 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.78, 35.00, 69.41
2026-04-25 13:21:53.143 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.78, 35.00, 69.41
2026-04-25 13:21:58.143 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.78, 35.00, 69.41
2026-04-25 13:22:03.144 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.78, 35.00, 69.41
2026-04-25 13:22:08.149 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.78, 35.00, 69.41
2026-04-25 13:22:13.159 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-2.87, 36.92, 70.50
2026-04-25 13:22:18.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-2.39, 155.00, 2.20
2026-04-25 13:22:23.138 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-9.04, 155.00, 4.57
2026-04-25 13:22:28.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-9.11, 155.00, 4.48
2026-04-25 13:22:33.138 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-9.03, 155.00, 4.51
2026-04-25 13:22:38.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-9.03, 155.00, 4.40
2026-04-25 13:22:43.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-9.06, 155.00, 4.49
2026-04-25 13:22:48.137 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-9.10, 155.00, 4.49
2026-04-25 13:22:53.138 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-10.54, 155.00, 5.92
2026-04-25 13:22:58.138 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=95.22, 37.00, 0.52
2026-04-25 13:23:03.138 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.75, 37.00, 0.51
2026-04-25 13:23:08.138 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.19, 36.50, 0.73
2026-04-25 13:23:13.138 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=90.30, 37.00, -6.04
2026-04-25 13:23:19.903 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=84.75, 37.00, 1.51
2026-04-25 13:23:24.924 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=69.49, 36.00, 0.51
2026-04-25 13:23:29.924 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=59.82, 36.00, 0.39
2026-04-25 13:23:34.903 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=52.08, 36.00, 0.44
2026-04-25 13:23:39.904 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=43.98, 36.00, 0.47
2026-04-25 13:23:44.925 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=35.87, 36.00, 0.62
2026-04-25 13:23:49.904 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=26.26, 38.17, 1.52
2026-04-25 13:23:54.905 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=20.19, 38.00, 11.61
2026-04-25 13:23:59.903 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/a59687b5-5699-4f76-8e23-d084613743c2] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=21.53, 38.00, -6.77
